700.17	698.03
709.66	707.95
705.98	705.54
704.33	703.08
706.38	706.06
696.58	696.45
715.08	710.46
703.82	703.73
707.1	707.01
710.09	709.7
700.81	699.81
708.57	707.46
708.48	708.37
703	702.17
703.19	703.13
706.33	706.21
707.67	707.3
711.24	711.07
699.09	698.88
702.24	701.99
700.48	700.13
697.64	697.63
695.33	695.14
696.84	696.2
703.47	703.21
686.95	686.72
699.18	695.39
707.17	707.08
700.59	700.31
714.49	712.19
710.51	709.27
714.4	712.77
712.2	708.32
708.72	708.43
709.29	707.95
707.88	707.77
681.39	681
703.46	700.96
701.33	701.21
700.76	700.25
706.36	706.19
708.82	707.88
716.21	714.75
699.41	698.96
708.27	706.88
697.6	697.59
712.66	709.1
704.45	704.19
706.21	706.09
702.66	702.12
692.28	692.01
693.01	692.68
711.06	709.38
711.68	710.93
708.03	707.79
706.24	705.5
702.9	702.68
705.43	704.42
705.05	704.9
702.36	702.35
700.43	700.08
696.08	696.04
698.78	698.5
703.96	701.28
699.35	698.86
709.1	708.08
711.35	711.2
711.61	709.87
708.01	706.38
702.7	702.23
707.08	706.39
703.73	703.66
704.35	703.85
707.98	705.11
695.69	695.3
706.76	706.66
697.8	697.71
705.9	705.54
698.83	698.48
711.6	711.37
706.32	704.16
703.95	703.7
686.9	685.94
710.58	710.27
711.76	711.47
713.94	711.58
713.05	711.38
706.78	703.83
705.43	703.23
711.13	710.71
695.69	695.44
704.61	704.31
708.97	708.83
696.14	696.14
693.12	692.64
701.31	701.2
705.09	703.98
707.76	707.26
698.28	697.96
698.41	697.87
