-1.5774	-0.040735	0.01
-2.2096	-0.052394	0.010107
-1.5891	0.072073	0.01
-2.1463	-0.17782	0.01
-2.2939	0.24283	0.010011
-2.1125	0.11877	0.01
-1.9319	0.25949	0.010066
-2.3026	0.099164	0.01
-1.7984	0.17262	0.01
-1.9139	0.27588	0.01
-2.1112	0.089445	0.011503
-2.1211	0.32415	0.01
-2.272	-0.11514	0.010054
-2.3026	0.30204	0.010003
-1.4546	-0.24303	0.01
-1.899	0.11635	0.010387
-1.8938	0.14258	0.010327
-2.2021	-0.30694	0.010019
-1.9	0.07214	0.01668
-2.1592	0.2387	0.01
-1.4279	-0.069605	0.01
-2.0189	0.067642	0.010001
-2.3026	0.45264	0.01
-2.1246	-0.029713	0.010708
-1.2725	-0.2417	0.01
-2.3026	-0.018302	0.01
-1.7529	0.31848	0.010224
-2.0231	0.059833	0.01
-1.6567	0.46864	0.010001
-2.3026	0.035784	0.01
-1.6318	0.20842	0.01
-1.6489	0.21283	0.01
-1.2295	0.56299	0.01
-1.9744	0.09844	0.01
-1.8784	0.19321	0.01
-2.3026	-0.073347	0.01
-2.3026	0.39835	0.010001
-1.9311	-0.25941	0.010093
-1.6455	-0.13477	0.01
-2.3026	0.0019379	0.01
-1.3818	0.22025	0.01
-2.0944	0.18486	0.01
-1.7194	-0.085173	0.01
-2.1005	0.22284	0.01
-1.636	-0.083368	0.01
-2.1364	0.39489	0.01
-1.1473	0.044302	0.01
-1.8371	0.090575	0.01
-1.5384	-0.088054	0.01
-1.9908	0.21338	0.013417
-1.5585	0.12691	0.01
-1.8917	-0.14625	0.019747
-2.04	-0.142	0.01
-2.0205	0.20038	0.0175
-2.0406	0.061802	0.01
-1.5882	-0.041748	0.01
-1.7634	0.039325	0.01
-1.9045	0.16965	0.010001
-2.0363	-0.068703	0.01
-1.6082	0.24438	0.01
-1.2982	0.54561	0.010008
-1.4345	-0.020867	0.01
-1.964	0.25653	0.01
-1.0776	0.33326	0.010009
-1.9917	-0.17698	0.010056
-1.4671	0.34268	0.01
-1.8977	-0.11533	0.010926
-1.0906	0.10896	0.01
-1.8633	0.27946	0.01
-1.6699	0.21526	0.01
-2.1488	0.29284	0.01
-2.3026	0.49344	0.01
-0.98863	0.4281	0.010198
-1.9723	0.34699	0.010284
-1.8494	-0.23535	0.013219
-1.7763	0.097839	0.01
-1.4617	0.7159	0.01
-1.4908	-0.042969	0.01
-1.5206	0.24875	0.01
-1.8532	0.46449	0.01
-1.713	-0.27613	0.01
-1.466	0.06982	0.01
-2.3013	-0.22331	0.010031
-1.9784	0.16083	0.01
-1.9851	0.11285	0.01
-2.0267	0.16669	0.01
-1.31	0.15	0.01073
-1.1703	0.11953	0.012474
-1.2405	-0.097656	0.012563
-1.7764	0.14533	0.01
-1.9894	0.1845	0.01
-1.6212	0.078562	0.01
-2.3026	0.19271	0.01
-1.9258	0.083817	0.01
-1.7842	0.080499	0.010006
-2.3026	0.034916	0.01
-1.9772	-0.15115	0.01
-1.9195	-0.19787	0.010864
-1.4934	0.20417	0.010004
-1.8889	-0.22228	0.012166
