644.36	392.34
585.09	387.65
503.1	393.67
610.39	378.92
597.77	396.88
620.77	381.41
652.47	394.45
478.07	361.52
522.92	378.82
665.17	431.07
582.64	407.91
569.19	409.43
472.94	377.98
567.68	388.85
545.77	370.32
617.52	382.5
526.31	355.73
634.19	392.52
616.68	410.49
491.46	379.12
669.28	393.34
536.56	401.59
647.05	375.98
615.59	399.76
621.86	414.37
523.66	381.8
564.36	416.88
520.9	370.54
517.01	383.95
556.6	398.78
720.39	448.02
604.7	400.22
609.81	417.5
635.22	382.35
620.34	392.91
593.77	396.14
577.1	366.63
561.5	411.99
565.15	405.55
591.01	374.25
547.64	420.87
622.34	380.27
552.1	358.61
744.11	436.02
530.6	381.52
557.07	406.47
630.08	407.67
658.38	404.86
469.83	369.45
631.72	376.41
723.06	410.93
679.16	397.71
681.74	401.2
620.83	418.32
668.75	422.16
550.2	417.23
658.25	410.67
502.08	356.8
556.81	378.66
602.37	391.52
565.09	341.87
634.52	377.45
515.76	388.18
746.65	430.76
572.51	342.66
590.58	404.3
615.72	412.53
611.14	396.26
623.34	383.9
522.34	360.79
598.8	393.07
567.03	379.66
635.67	403.69
604.15	360.7
578.7	373.91
684.93	386.36
553.5	373.6
594.1	363.57
669.39	406.49
701.36	410.65
490.85	380.98
610.35	375.62
470.1	360.01
589.57	398.06
725.28	424.05
561.3	396.54
706.26	410.37
654	422.43
574.36	392.62
703.44	415.43
604.96	403.21
711.96	402.6
522.95	375.88
526.27	439.63
569.23	381.45
544.69	361.41
684.24	388.12
703.14	418.24
568.77	389.46
556.99	357.27
