283.01	0.66206	2.5725e+05	1.1925e+05	2385	850.21	5.3051
316.02	0.70539	2.5346e+05	1.188e+05	2376	532.16	5.257
292.71	0.67272	2.5197e+05	1.1705e+05	2341	599.66	5.2508
295.59	0.67602	2.7952e+05	1.301e+05	2602	780.55	5.2525
308.75	0.69894	2.4176e+05	1.137e+05	2274	699.31	5.1816
303.36	0.68403	2.6778e+05	1.24e+05	2480	596.61	5.2148
286.51	0.67264	2.304e+05	1.0775e+05	2155	851.38	5.2674
277.22	0.65491	2.6265e+05	1.2175e+05	2435	676.55	5.2856
311.29	0.69718	2.5537e+05	1.213e+05	2426	575.95	5.2752
292.53	0.67391	2.6729e+05	1.2625e+05	2525	747.64	5.2329
292.73	0.67841	2.8285e+05	1.3205e+05	2641	780.69	5.2835
305.94	0.69678	2.259e+05	1.077e+05	2154	525.58	5.2725
304.53	0.68965	3.0739e+05	1.451e+05	2902	650.78	5.3449
307.11	0.69318	2.8829e+05	1.3595e+05	2719	613.69	5.2705
295.28	0.67559	2.5275e+05	1.1785e+05	2357	607.05	5.2794
297.53	0.68195	2.6016e+05	1.207e+05	2414	617.55	5.2267
311.33	0.69985	2.9002e+05	1.3725e+05	2745	682.06	5.2245
290.3	0.67031	2.7917e+05	1.293e+05	2586	731.56	5.3009
277.62	0.65606	2.4731e+05	1.1385e+05	2277	811.49	5.2777
288.23	0.66588	2.8274e+05	1.307e+05	2614	717.18	5.2917
264.09	0.6359	2.719e+05	1.2755e+05	2551	796.35	5.2689
277.94	0.66119	2.6439e+05	1.24e+05	2480	823.8	5.2013
298.96	0.68273	2.5122e+05	1.156e+05	2312	719.63	5.2528
293.31	0.67659	2.6184e+05	1.222e+05	2444	634.93	5.2513
295.84	0.67927	3.3044e+05	1.5545e+05	3109	843.88	5.2323
297.45	0.68191	2.9188e+05	1.364e+05	2728	769	5.2417
280.87	0.65563	2.5636e+05	1.188e+05	2376	680.71	5.2099
304.96	0.69115	2.8929e+05	1.357e+05	2714	641.13	5.2387
285.91	0.66235	2.656e+05	1.2435e+05	2487	654.4	5.2563
293.48	0.67437	2.9525e+05	1.375e+05	2750	647.16	5.2657
294.92	0.67928	2.8242e+05	1.3115e+05	2623	820.48	5.2876
272	0.65029	2.6799e+05	1.2285e+05	2457	1017.6	5.3312
298.12	0.68175	2.7053e+05	1.2635e+05	2527	656.66	5.2579
296.53	0.6822	2.1927e+05	1.004e+05	2008	559.44	5.2302
316.3	0.70376	2.3698e+05	1.122e+05	2244	454.33	5.2572
271.31	0.64389	2.565e+05	1.1785e+05	2357	660.23	5.2607
281.64	0.66028	2.7627e+05	1.2905e+05	2581	770.79	5.25
317.07	0.70695	2.3464e+05	1.1055e+05	2211	544.65	5.249
295.33	0.68036	2.2741e+05	1.0605e+05	2121	585.77	5.2679
299.04	0.68292	2.734e+05	1.2845e+05	2569	630.68	5.2525
277.73	0.65677	2.6408e+05	1.209e+05	2418	935.46	5.2634
301.81	0.68877	2.4071e+05	1.122e+05	2244	559.83	5.246
300.83	0.68079	2.7536e+05	1.287e+05	2574	569.8	5.3072
278.03	0.65413	2.536e+05	1.18e+05	2360	788.98	5.2683
287.6	0.66515	2.3531e+05	1.083e+05	2166	587.43	5.232
280.54	0.66787	2.451e+05	1.1855e+05	2371	686.56	5.1821
291.03	0.67424	2.4041e+05	1.1105e+05	2221	621.67	5.2566
313.81	0.70105	3.1622e+05	1.5075e+05	3015	701.42	5.306
310.74	0.70282	3.1437e+05	1.5005e+05	3001	712.13	5.294
289.42	0.66868	2.7699e+05	1.2925e+05	2585	633.89	5.2503
293.52	0.67837	2.11e+05	97200	1944	531.33	5.2425
307.93	0.69267	2.4067e+05	1.121e+05	2242	492.78	5.2564
309.61	0.69542	2.1767e+05	1.017e+05	2034	520.18	5.2586
321.69	0.71408	2.8726e+05	1.3615e+05	2723	597.02	5.2412
293.57	0.6732	2.3558e+05	1.0815e+05	2163	694.34	5.3088
291	0.67061	2.7481e+05	1.2815e+05	2563	741.99	5.2597
301	0.68338	3.01e+05	1.4005e+05	2801	731.32	5.1994
280.91	0.66217	2.4482e+05	1.1315e+05	2263	756.35	5.2169
293.19	0.67849	2.6614e+05	1.258e+05	2516	671.85	5.2725
289.15	0.67552	2.7259e+05	1.2685e+05	2537	863.38	5.2591
289.2	0.67228	2.407e+05	1.132e+05	2264	700.88	5.2285
318.18	0.70859	2.8305e+05	1.345e+05	2690	601.46	5.1969
279.66	0.65929	2.5977e+05	1.1805e+05	2361	873.39	5.9482
298.14	0.68068	2.3216e+05	1.0855e+05	2171	532.23	5.2539
313.65	0.70381	2.6497e+05	1.264e+05	2528	639.3	5.2516
292.36	0.67494	2.4272e+05	1.129e+05	2258	559.33	5.2268
282.82	0.66112	2.8055e+05	1.327e+05	2654	729.15	5.2666
294.17	0.67636	2.6681e+05	1.221e+05	2442	777.92	5.2668
298.33	0.68478	2.6202e+05	1.2365e+05	2473	597.31	5.1908
306.17	0.68926	2.8982e+05	1.359e+05	2718	702.07	5.2113
306.58	0.69374	2.5502e+05	1.178e+05	2356	658.07	5.2442
275.45	0.65161	2.7672e+05	1.29e+05	2580	749.25	5.2641
293.29	0.67195	2.9485e+05	1.3835e+05	2767	779.87	5.2413
276.73	0.65453	2.9236e+05	1.37e+05	2740	925.14	5.1838
283.97	0.65712	2.9512e+05	1.368e+05	2736	680.98	5.2378
306.21	0.69076	2.8161e+05	1.3255e+05	2651	598.87	5.2183
313.27	0.69883	2.0485e+05	95050	1901	421.32	5.2285
270.66	0.64657	2.5302e+05	1.172e+05	2344	778.51	5.2067
297.51	0.67788	2.7522e+05	1.2845e+05	2569	735.95	5.2499
295.4	0.67705	2.7295e+05	1.2785e+05	2557	611.51	5.1834
296.01	0.67921	2.5762e+05	1.215e+05	2430	630.9	5.2042
304.46	0.68683	2.5504e+05	1.194e+05	2388	622.36	5.2343
252.99	0.62439	2.6229e+05	1.21e+05	2420	1284.2	5.232
289.73	0.67469	3.0586e+05	1.4525e+05	2905	885.58	5.2663
303.02	0.68709	2.3216e+05	1.0795e+05	2159	525.28	5.1835
293.24	0.67572	2.6942e+05	1.2855e+05	2571	711.04	5.2603
