-1.5687	0.069411
-1.2854	0.01
-1.4353	0.025373
-1.6437	0.062335
-1.4411	0.033914
-1.4092	0.024941
-1.2975	0.021225
-1.5402	0.025236
-1.5847	0.064624
-1.5038	0.036377
-1.4137	0.01
-1.6213	0.041578
-1.4803	0.026933
-1.4414	0.044199
-1.4029	0.025542
-1.419	0.013452
-1.3694	0.014709
-1.5117	0.075663
-1.3424	0.01035
-1.5133	0.025839
-1.4294	0.040428
-1.445	0.010003
-1.4478	0.03006
-1.5709	0.040235
-1.4387	0.12303
-1.4068	0.048421
-1.5213	0.038407
-1.5352	0.01
-1.4044	0.010801
-1.3855	0.053082
-1.4325	0.040311
-1.5554	0.043574
-1.4626	0.045445
-1.5	0.041746
-1.4459	0.034192
-1.4801	0.034542
-1.4983	0.022842
-1.4414	0.044199
-1.4549	0.040012
-1.4684	0.06435
-1.4892	0.054631
-1.5672	0.038146
-1.3803	0.02908
-1.4759	0.051171
-1.4414	0.044199
-1.4998	0.011257
-1.4984	0.037432
-1.2846	0.02064
-1.4998	0.079601
-1.4414	0.044199
-1.4081	0.046893
-1.4495	0.0424
-1.5284	0.061152
-1.4095	0.033163
-1.4953	0.070148
-1.4616	0.026723
-1.5116	0.015053
-1.3441	0.012894
-1.539	0.042012
-1.45	0.022639
-1.4203	0.017329
-1.6155	0.059175
-1.4755	0.034126
-1.461	0.047464
-1.4196	0.01
-1.4414	0.016621
-1.4985	0.020606
-1.6085	0.1211
-1.3855	0.051455
-1.5468	0.039256
-1.4863	0.035145
-1.3468	0.01
-1.4379	0.031052
-1.4021	0.01
-1.6183	0.036256
-1.4463	0.031795
-1.4311	0.022334
-1.3227	0.025229
-1.391	0.096982
-1.5918	0.060485
-1.4116	0.024843
-1.5919	0.056464
-1.5996	0.037286
-1.417	0.010002
-1.3201	0.022283
-1.4581	0.010155
-1.609	0.046494
-1.5077	0.04264
-1.5115	0.015683
-1.4131	0.022835
-1.4414	0.044199
-1.4998	0.079601
-1.5227	0.032468
-1.4523	0.032877
-1.4185	0.023069
-1.5084	0.040104
-1.5374	0.097996
-1.5118	0.027571
-1.4001	0.023774
-1.4659	0.054691
