618.33	2.1205	38150	763	763	529.71	5.5436
602.01	2.1493	31000	620	620	425.55	5.4068
606.09	1.8976	37250	745	745	505.93	5.4156
623.29	2.1251	57050	1141	1141	799.29	5.3649
603.19	2.2396	47600	952	952	657.25	5.3958
633.83	2.1083	32600	652	652	432.96	5.4081
609	2.3153	35950	719	719	482.42	5.414
598.36	2.286	61050	1221	1221	854.8	5.395
629.92	2.1495	52750	1055	1055	718.38	5.3991
630.44	1.8447	37300	746	746	505.15	5.3934
613.23	2.3142	39000	780	780	524.44	5.4526
598.96	2.1177	43400	868	868	607.43	5.4423
631.31	2.0646	45500	910	910	619.77	5.6526
628.46	2.2319	59200	1184	1184	833.27	5.598
605.97	2.1394	34250	685	685	459.93	5.5769
620.54	1.9373	58450	1169	1169	822.73	5.5437
625.85	1.8352	44050	881	881	604.58	5.5337
634.62	2.0276	44900	898	898	621.02	5.5988
616.78	2.1376	37950	759	759	517.12	5.5807
622.97	2.201	56150	1123	1123	779.57	5.5836
597.89	2.3386	36150	723	723	494.53	5.5654
603.74	2.2722	46550	931	931	645.01	5.5512
599.91	2.1174	47150	943	943	653.87	5.5361
603.55	2.057	50950	1019	1019	715	5.5711
614.53	2.4754	44750	895	895	614.74	5.6053
633.26	2.0786	64500	1290	1290	903.05	5.5995
616.47	2.1689	45550	911	911	622.09	5.6144
626.91	2.5922	30100	602	602	398.97	5.5398
641.56	2.0762	56750	1135	1135	775.09	5.5676
606.92	2.0222	33250	665	665	450.46	5.5904
614.59	1.8989	44900	898	898	617.06	5.5799
602.34	2.01	33850	677	677	456.89	5.6201
625.41	2.1701	45350	907	907	620.87	5.5701
612.24	1.5678	50600	1012	1012	695.81	5.4635
620.04	2.1042	47450	949	949	644.16	5.3717
640.01	2.3351	57150	1143	1143	782.06	5.3188
626.65	1.9429	48750	975	975	654.25	5.3882
648.26	2.5105	44950	899	899	600.33	5.3567
602.04	2.1553	43350	867	867	575.99	5.3038
589.96	2.0677	46400	928	928	619.13	5.2685
605.23	1.8631	42750	855	855	577.48	5.3023
619.9	1.7958	57600	1152	1152	781.5	5.3277
587.82	2.263	38450	769	769	509.42	5.3416
625.08	1.8689	53450	1069	1069	729.04	5.3136
628.52	2.2816	43000	860	860	569.56	5.3075
623.35	2.0615	36000	720	720	470.2	5.2765
639.55	1.6162	52250	1045	1045	706.42	5.2835
633	1.844	62000	1240	1240	853.03	5.2874
614.82	1.7143	50450	1009	1009	682.88	5.3029
606.51	1.9913	59750	1195	1195	818.49	5.3278
618.95	2.2445	54050	1081	1081	739.91	5.2728
619.33	2.2586	38600	772	772	517.68	5.2745
634.39	2.3098	45100	902	902	615.28	5.3265
624.6	1.861	28650	573	573	376.34	5.3796
607.14	2.1309	43300	866	866	585.91	5.2964
651.48	1.6406	48950	979	979	663.67	5.2895
644.42	2.289	49700	994	994	673.73	5.3048
632.17	2.1641	47400	948	948	636.52	5.3521
617.08	2.5565	49050	981	981	651.56	5.355
624.32	2.7045	42800	856	856	573.88	5.3355
643.69	2.3453	62450	1249	1249	841.57	5.3077
609.36	1.9815	64950	1299	1299	904.04	5.3045
621.83	2.1035	39850	797	797	528.54	5.9791
635.02	2.2028	54550	1091	1091	748.93	5.3316
641.95	1.6985	55700	1114	1114	767.85	5.3991
605.15	2.0851	49200	984	984	674.52	5.4237
621.58	1.9101	53150	1063	1063	729.91	5.4136
653.78	1.9138	56050	1121	1121	768.37	5.4116
615.53	2.2732	43150	863	863	580.36	5.3942
626.97	1.9006	48150	963	963	660.02	5.3997
634.3	2.0689	43350	867	867	580.52	5.4552
613.68	1.9748	54450	1089	1089	749.11	5.4311
616.31	2.4571	42250	845	845	577.14	5.4121
632.02	2.1961	58500	1170	1170	807.13	5.4069
621.39	1.9732	38500	770	770	517.65	5.3677
603.42	1.9904	30400	608	608	405.96	5.4152
614.77	1.4571	45000	900	900	608.16	5.4125
626.9	2.0063	59800	1196	1196	826.48	5.4654
636.86	2.4331	48400	968	968	667.57	5.4145
636.14	2.2731	36200	724	724	483.07	5.3625
609.58	2.4049	34050	681	681	457.27	5.3827
641.37	1.7965	38300	766	766	514.8	5.398
623.88	1.8556	50050	1001	1001	678.96	5.458
617.57	1.9673	39550	791	791	529.28	5.3979
615.55	1.921	39550	791	791	538.35	5.4205
641.26	2.3666	58000	1160	1160	802.75	5.3715
565.93	2.4432	43450	869	869	588.59	5.3673
607.33	2.0479	38250	765	765	514.85	5.4255
628.83	2.1626	42800	856	856	580.74	5.4554
612.69	2.0763	44550	891	891	609.21	5.4016
619.06	2.2694	55250	1105	1105	768.31	5.4035
601.46	2.1303	60700	1214	1214	832.87	5.3834
616.21	1.931	38050	761	761	510.89	5.3662
634.12	1.7435	61900	1238	1238	858.91	5.4136
595.34	2.2057	38600	772	772	514.73	5.4082
616.3	1.6194	26600	532	532	346.41	5.4087
630.98	1.9471	50550	1011	1011	693.36	5.5208
594.75	1.6956	43100	862	862	587.94	5.4183
627.13	2.069	47700	954	954	652.05	5.433
614.15	1.8732	46900	938	938	638.36	5.4832
