3.1265	0.00048828	0.094667
3.6917	0	0.33916
5.0221	0.19869	-0.21707
3.2983	0.0019531	-0.062561
3.7677	0.30058	0.038227
6.2596	0	-0.12518
9.0464	0.1761	-0.81115
10	0.13756	-0.082962
8.648	0.02618	-0.048634
1.8219	0.21829	0.29023
7.0997	0.13577	-0.27008
4.048	0.1438	-0.10448
3.4618	0	0.27962
3.777	0.19775	0.14392
5.5887	0.16791	-0.51706
2.271	7.9625e-07	0.2729
4.3427	0.21725	-0.31839
5.4772	0.19682	-0.22667
2.9113	0.18189	-0.71846
6.2932	0.095474	-0.19814
10	0.39931	-0.91139
4.6038	0.33688	0.00080156
4.0645	0	-0.090044
6.5658	0.17147	-0.3138
4.7721	0.56006	-0.55425
9.9992	0.15525	-0.087633
6.2225	0.13384	0.065532
8.5628	0.15283	-0.52252
8.1365	0.14798	0.29792
6.8963	0.11798	0.080242
8.149	0.13147	-0.39775
6.893	0	-0.04272
4.9617	0.28088	-0.49512
10	0.20626	-0.0088728
6.4212	0.46533	-0.18401
3.777	0.19775	0.14392
6.0789	0.00030981	-0.19692
9.945	0.29851	-0.62355
10	0.10321	-0.00011268
8.5424	0.65413	-0.74582
6.8788	0.08005	-0.67546
8.1054	0.0013237	0.1452
6.7053	0.242	-0.17508
5.0564	0.12966	-0.072845
7.4428	0	-0.14736
6.7317	0.24219	-0.2131
3.2989	0.14019	0.073755
4.6058	0.34998	-0.54066
6.4152	0.33245	-0.25689
10	0.10507	0.033728
5.319	0.14224	0.14242
8.2602	0.25439	-0.057069
10	0.018087	0.12336
10	0.19373	-0.10765
10	0.32599	-0.74441
3.4212	0.14111	0.30259
9.9981	0.042414	0.27145
2.9302	0.00023586	0.33723
6.8742	9.5903e-08	0.10674
8.2985	0.33446	0.15341
5.5947	0.29219	-0.00047263
5.4216	0.2523	0.31301
5.0355	0	-0.11685
10	0	0.017905
9.0988	0.14728	0.041173
7.6267	0.14221	0.013231
6.4984	0.14014	-0.54835
4.5044	0.13228	0.01988
5.7935	0.30714	-0.12638
10	0.28381	-0.71921
5.0324	0.10934	-0.424
6.7317	0.24219	-0.2131
9.9731	1.5259e-05	0.11394
8.9769	0.42969	-0.55161
9.5135	0.53251	-0.21517
6.1943	0.066895	-0.39558
10	0.41144	-1.0238
3.2256	0.28983	-0.65908
8.0292	0.0069162	-0.16648
9.9923	0.29452	-0.31977
4.9024	0.058257	-0.047728
10	0.32293	-0.75924
3.6549	0.1337	-0.090145
4.1423	0.10178	0.095175
1.527	1.2113e-05	0.45548
10	0.29033	-0.94499
4.7126	0.18391	-0.07514
4.5766	0.050472	0.012557
6.7711	0.12799	0.00041916
4.2616	0.090466	-0.29442
10	0.45426	-0.78985
10	0.08036	-0.8083
3.8701	0.10824	-0.11199
10	0.40443	-0.71462
9.9863	0.26871	-0.19412
10	0.41939	-0.70218
4.4516	0.0020804	-0.045501
10	0.15428	-0.4302
9.8109	0.020993	0.15322
10	0.089569	0.042722
