332.31	331.45
319.56	319.33
325.16	322.81
317.77	317.35
325.46	321.3
335.01	333.94
326.48	325.64
321.64	319.86
348.01	347.42
329.35	328.51
334.16	332.49
313.8	311.68
331.17	330.96
322.82	322.61
320.97	319.86
331.68	331.19
332.47	332.03
330.53	329.98
329.53	326.52
315.76	313.71
338.91	338.75
322.56	322.32
325.48	324.2
317.72	316.96
322.69	320.35
333.45	331.75
324.77	323.72
319.32	318.85
332.76	332.35
322.54	322.3
345.56	340.89
336.84	333.18
324	322.89
305.17	304.21
321	319.29
340.26	338.18
315.47	313.67
323.31	322.08
316.74	315.06
330.38	329.45
331.48	330.54
318.63	317.3
325.99	325.1
333	331.96
328.83	327.93
339.39	338.48
319.09	316.89
309.79	309
324.73	324.36
326.16	325.8
317.44	317.04
326.04	324.45
319.41	317.5
307.48	306.89
306.75	305.17
315.46	314.7
304.67	304.33
332.64	331.08
311.91	309.29
340.05	338.87
319.03	318.6
341.33	340.81
335.74	334.95
347.2	346.6
326.94	326.07
322.67	322.22
330.99	330.26
320.6	320.34
315.48	314.84
320.82	316.05
320.76	319.24
315.18	313.77
303.19	301.48
327.21	326.84
322.79	321.81
330.75	330.53
327.99	327.55
326.57	326.02
338.33	336.84
324.55	323.68
321.09	320.3
317.22	316.55
341.96	341.36
335.46	334.92
319.7	318.61
329.96	329.81
317.29	317.12
307.54	306.93
319.83	318.3
335.73	334.97
318.62	316.95
335.4	334.45
324.33	324.11
334.48	330.93
334.4	334
330.52	329.8
318.17	316.81
340.19	339.21
327.86	326.05
336.01	335.59
