-1.4617	0.023282
-1.5412	0.019792
-1.5243	0.021468
-1.4378	0.010001
-1.4666	0.019977
-1.5052	0.010056
-1.4323	0.021855
-1.5075	0.017294
-1.5864	0.012811
-1.5508	0.025443
-1.6821	0.022303
-1.3902	0.01
-1.515	0.024866
-1.4782	0.022731
-1.6012	0.036715
-1.4421	0.01
-1.6058	0.01179
-1.4878	0.033426
-1.5709	0.015243
-1.5389	0.01
-1.4895	0.01
-1.4007	0.010002
-1.5496	0.01
-1.5171	0.01
-1.5718	0.012721
-1.5563	0.01
-1.5473	0.01
-1.4526	0.01
-1.492	0.015203
-1.4351	0.01033
-1.5817	0.010001
-1.5714	0.01
-1.5556	0.014267
-1.6454	0.01
-1.499	0.01
-1.4443	0.01
-1.5177	0.01
-1.4238	0.04079
-1.464	0.01
-1.53	0.01
-1.5333	0.016637
-1.4416	0.01
-1.5469	0.021793
-1.6191	0.04019
-1.5663	0.01
-1.3913	0.016218
-1.4423	0.01
-1.4687	0.035764
-1.4075	0.01
-1.7205	0.01
-1.4582	0.035597
-1.5921	0.019451
-1.4569	0.01
-1.4211	0.031883
-1.4324	0.026301
-1.6996	0.017628
-1.5528	0.012248
-1.4535	0.021326
-1.2975	0.021225
-1.5521	0.028741
-1.4468	0.01
-1.4265	0.021992
-1.6036	0.01031
-1.4434	0.01
-1.5578	0.017107
-1.5243	0.013508
-1.4466	0.014734
-1.6633	0.03874
-1.4393	0.027816
-1.212	0.018357
-1.367	0.020307
-1.4859	0.01277
-1.7996	0.027189
-1.4253	0.012464
-1.4103	0.01
-1.6202	0.027697
-1.5174	0.01
-1.4981	0.01748
-1.8675	0.021782
-1.483	0.01
-1.5719	0.031272
-1.6137	0.029581
-1.575	0.01
-1.4119	0.01
-1.4818	0.030469
-1.3238	0.012751
-1.5543	0.026361
-1.4053	0.01
-1.5165	0.0221
-1.6324	0.024866
-1.4573	0.025084
-1.4802	0.01
-1.5606	0.018185
-1.4445	0.01
-1.6247	0.010007
-1.4951	0.038866
-1.5245	0.019443
-1.5936	0.01
-1.4414	0.044199
-1.5133	0.01
