1,0.2,0
1.2308,0.2,0
1.4615,0.2,0
1.6923,0.2,0
1.9231,0.2,0
2.1538,0.2,0
2.3846,0.2,0
2.6154,0.2,0
2.8462,0.2,0
3.0769,0.2,0
3.3077,0.2,0
3.5385,0.2,0
3.7692,0.2,0
4,0.2,0
4.2308,0.2,0
4.4615,0.2,0
4.6923,0.2,0
4.9231,0.2,0
5.1538,0.2,0
5.3846,0.2,0
5.6154,0.2,0
5.8462,0.2,0
6.0769,0.2,0
6.3077,0.2,0
6.5385,0.2,0
6.7692,0.2,0
7,0.2,0
7.2308,0.2,0
7.4615,0.2,0
7.6923,0.2,0
7.9231,0.2,0
8.1538,0.2,0
8.3846,0.2,0
8.6154,0.2,0
8.8462,0.2,0
9.0769,0.2,0
9.3077,0.2,0
9.5385,0.2,0
9.7692,0.2,0
10,0.2,0
5,0,0
5,0.012821,0
5,0.025641,0
5,0.038462,0
5,0.051282,0
5,0.064103,0
5,0.076923,0
5,0.089744,0
5,0.10256,0
5,0.11538,0
5,0.12821,0
5,0.14103,0
5,0.15385,0
5,0.16667,0
5,0.17949,0
5,0.19231,0
5,0.20513,0
5,0.21795,0
5,0.23077,0
5,0.24359,0
5,0.25641,0
5,0.26923,0
5,0.28205,0
5,0.29487,0
5,0.30769,0
5,0.32051,0
5,0.33333,0
5,0.34615,0
5,0.35897,0
5,0.37179,0
5,0.38462,0
5,0.39744,0
5,0.41026,0
5,0.42308,0
5,0.4359,0
5,0.44872,0
5,0.46154,0
5,0.47436,0
5,0.48718,0
5,0.5,0
5,0.2,-1.6094
5,0.2,-1.54
5,0.2,-1.4706
5,0.2,-1.4011
5,0.2,-1.3317
5,0.2,-1.2623
5,0.2,-1.1928
5,0.2,-1.1234
5,0.2,-1.0539
5,0.2,-0.9845
5,0.2,-0.91507
5,0.2,-0.84563
5,0.2,-0.77619
5,0.2,-0.70675
5,0.2,-0.63732
5,0.2,-0.56788
5,0.2,-0.49844
5,0.2,-0.42901
5,0.2,-0.35957
5,0.2,-0.29013
5,0.2,-0.22069
5,0.2,-0.15126
5,0.2,-0.08182
5,0.2,-0.012383
5,0.2,0.057055
5,0.2,0.12649
5,0.2,0.19593
5,0.2,0.26537
5,0.2,0.3348
5,0.2,0.40424
5,0.2,0.47368
5,0.2,0.54311
5,0.2,0.61255
5,0.2,0.68199
5,0.2,0.75143
5,0.2,0.82086
5,0.2,0.8903
5,0.2,0.95974
5,0.2,1.0292
5,0.2,1.0986
