-2.3026,0.1,0.1
-2.2023,0.1,0.1
-2.102,0.1,0.1
-2.0017,0.1,0.1
-1.9014,0.1,0.1
-1.801,0.1,0.1
-1.7007,0.1,0.1
-1.6004,0.1,0.1
-1.5001,0.1,0.1
-1.3998,0.1,0.1
-1.2995,0.1,0.1
-1.1992,0.1,0.1
-1.0989,0.1,0.1
-0.99858,0.1,0.1
-0.89827,0.1,0.1
-0.79796,0.1,0.1
-0.69765,0.1,0.1
-0.59734,0.1,0.1
-0.49704,0.1,0.1
-0.39673,0.1,0.1
-0.29642,0.1,0.1
-0.19611,0.1,0.1
-0.095803,0.1,0.1
0.0045054,0.1,0.1
0.10481,0.1,0.1
0.20512,0.1,0.1
0.30543,0.1,0.1
0.40574,0.1,0.1
0.50605,0.1,0.1
0.60636,0.1,0.1
0.70666,0.1,0.1
0.80697,0.1,0.1
0.90728,0.1,0.1
1.0076,0.1,0.1
1.1079,0.1,0.1
1.2082,0.1,0.1
1.3085,0.1,0.1
1.4088,0.1,0.1
1.5091,0.1,0.1
1.6094,0.1,0.1
0.69315,-1,0.1
0.69315,-0.94872,0.1
0.69315,-0.89744,0.1
0.69315,-0.84615,0.1
0.69315,-0.79487,0.1
0.69315,-0.74359,0.1
0.69315,-0.69231,0.1
0.69315,-0.64103,0.1
0.69315,-0.58974,0.1
0.69315,-0.53846,0.1
0.69315,-0.48718,0.1
0.69315,-0.4359,0.1
0.69315,-0.38462,0.1
0.69315,-0.33333,0.1
0.69315,-0.28205,0.1
0.69315,-0.23077,0.1
0.69315,-0.17949,0.1
0.69315,-0.12821,0.1
0.69315,-0.076923,0.1
0.69315,-0.025641,0.1
0.69315,0.025641,0.1
0.69315,0.076923,0.1
0.69315,0.12821,0.1
0.69315,0.17949,0.1
0.69315,0.23077,0.1
0.69315,0.28205,0.1
0.69315,0.33333,0.1
0.69315,0.38462,0.1
0.69315,0.4359,0.1
0.69315,0.48718,0.1
0.69315,0.53846,0.1
0.69315,0.58974,0.1
0.69315,0.64103,0.1
0.69315,0.69231,0.1
0.69315,0.74359,0.1
0.69315,0.79487,0.1
0.69315,0.84615,0.1
0.69315,0.89744,0.1
0.69315,0.94872,0.1
0.69315,1,0.1
0.69315,0.1,0.01
0.69315,0.1,0.014872
0.69315,0.1,0.019744
0.69315,0.1,0.024615
0.69315,0.1,0.029487
0.69315,0.1,0.034359
0.69315,0.1,0.039231
0.69315,0.1,0.044103
0.69315,0.1,0.048974
0.69315,0.1,0.053846
0.69315,0.1,0.058718
0.69315,0.1,0.06359
0.69315,0.1,0.068462
0.69315,0.1,0.073333
0.69315,0.1,0.078205
0.69315,0.1,0.083077
0.69315,0.1,0.087949
0.69315,0.1,0.092821
0.69315,0.1,0.097692
0.69315,0.1,0.10256
0.69315,0.1,0.10744
0.69315,0.1,0.11231
0.69315,0.1,0.11718
0.69315,0.1,0.12205
0.69315,0.1,0.12692
0.69315,0.1,0.13179
0.69315,0.1,0.13667
0.69315,0.1,0.14154
0.69315,0.1,0.14641
0.69315,0.1,0.15128
0.69315,0.1,0.15615
0.69315,0.1,0.16103
0.69315,0.1,0.1659
0.69315,0.1,0.17077
0.69315,0.1,0.17564
0.69315,0.1,0.18051
0.69315,0.1,0.18538
0.69315,0.1,0.19026
0.69315,0.1,0.19513
0.69315,0.1,0.2
